Debt_ID,Business_ID,Lender,Loan_Type,Principal_Amount,Outstanding_Amount,Interest_Rate(%),Monthly_Installment,Due_Date,Status,Collateral,Risk_Score,Optimization_Strategy
DEBTX00887,SMB502,Bank Y,Working Capital,638669,306522,10.44,26360,2025-07-22,Closed,Yes,62,Snowball
DEBTX00888,SMB520,Private Financier,Working Capital,137924,126364,7.27,4665,2025-09-09,Defaulted,Yes,43,Negotiation
DEBTX00889,SMB517,Bank Y,Working Capital,976812,256708,24.88,27093,2025-05-08,Defaulted,Yes,58,Refinancing
DEBTX00890,SMB547,Bank Y,Mortgage Loan,1121652,989710,14.1,100079,2025-05-21,Defaulted,Yes,26,Negotiation
DEBTX00891,SMB515,Bank Z,Mortgage Loan,284968,281968,20.87,26157,2025-05-01,Current,No,44,Consolidation
DEBTX00892,SMB504,NBFC Capital,Working Capital,246324,67163,17.07,5451,2025-10-28,Closed,Yes,84,Avalanche
DEBTX00893,SMB506,Bank Y,Equipment Loan,268600,19693,21.36,786,2025-08-04,Current,Yes,37,Snowball
DEBTX00894,SMB528,Bank Y,Mortgage Loan,1087585,649704,18.21,25699,2025-11-17,Current,Yes,66,Negotiation
DEBTX00895,SMB516,Bank Z,Term Loan,728612,482389,19.22,57561,2025-11-03,Closed,Yes,74,Consolidation
DEBTX00896,SMB522,Bank Z,Working Capital,533407,429827,7.99,46878,2025-01-19,Current,Yes,37,Snowball
DEBTX00897,SMB509,Bank X,Equipment Loan,247629,240659,12.36,8270,2026-04-22,Overdue,Yes,79,Consolidation
DEBTX00898,SMB550,Bank Z,Equipment Loan,128914,128914,26.39,2675,2026-04-11,Defaulted,Yes,98,Consolidation
DEBTX00899,SMB533,Bank Y,Term Loan,395498,107671,26.98,7118,2025-04-04,Current,Yes,77,Refinancing
DEBTX00900,SMB526,NBFC Capital,Equipment Loan,930950,556968,22.24,46241,2025-02-14,Current,Yes,32,Refinancing
DEBTX00901,SMB519,Bank Z,Working Capital,174487,74369,12.27,5792,2026-04-25,Closed,No,69,Negotiation
DEBTX00902,SMB516,Bank Z,Working Capital,1060150,916995,24.56,101196,2025-05-24,Closed,Yes,68,Refinancing
DEBTX00903,SMB501,Bank Z,Credit Line,744588,132207,18.68,11239,2026-01-26,Overdue,Yes,77,Consolidation
DEBTX00904,SMB533,Bank Y,Working Capital,240401,112203,26.95,4206,2025-05-28,Current,Yes,74,Refinancing
DEBTX00905,SMB511,Bank Z,Term Loan,1009338,592398,26.87,58988,2025-09-02,Overdue,Yes,77,Refinancing
DEBTX00906,SMB543,Bank X,Working Capital,1187812,1046123,9.53,91881,2025-02-22,Overdue,Yes,61,Refinancing
DEBTX00907,SMB532,Bank X,Working Capital,742289,324218,12.26,25094,2025-05-21,Overdue,Yes,68,Consolidation
DEBTX00908,SMB528,Private Financier,Credit Line,765423,283634,17.88,12030,2025-12-03,Defaulted,Yes,48,Consolidation
DEBTX00909,SMB531,Private Financier,Mortgage Loan,1111096,536378,26.55,29214,2025-06-08,Current,Yes,77,Refinancing
DEBTX00910,SMB544,Bank Y,Equipment Loan,397031,51568,26.02,2976,2025-02-22,Current,No,47,Refinancing
DEBTX00911,SMB525,Bank Z,Mortgage Loan,975773,170210,8.87,5552,2026-01-08,Defaulted,Yes,51,Refinancing
DEBTX00912,SMB540,NBFC Capital,Credit Line,164519,146432,39.21,13749,2025-02-22,Overdue,No,89,Negotiation
DEBTX00913,SMB528,NBFC Capital,Credit Line,109528,22573,10.24,1496,2026-03-14,Overdue,No,34,Negotiation
DEBTX00914,SMB520,Private Financier,Mortgage Loan,198843,68416,22.93,6807,2025-07-31,Closed,No,30,Refinancing
DEBTX00915,SMB520,Private Financier,Working Capital,1045831,267708,12.45,32045,2025-07-24,Overdue,Yes,70,Consolidation
DEBTX00916,SMB529,Bank Z,Mortgage Loan,1182133,813677,24.41,88073,2025-12-27,Current,Yes,74,Refinancing
DEBTX00917,SMB540,Private Financier,Term Loan,758809,183455,17.1,16781,2025-10-21,Overdue,Yes,74,Refinancing
DEBTX00918,SMB515,Private Financier,Term Loan,239399,126132,17.96,11415,2025-06-28,Defaulted,No,44,Negotiation
DEBTX00919,SMB541,Bank X,Equipment Loan,224491,13908,25.52,715,2026-02-07,Overdue,No,62,Refinancing
DEBTX00920,SMB543,Bank Y,Working Capital,1062083,534126,14.23,46331,2025-01-05,Defaulted,Yes,60,Negotiation
DEBTX00921,SMB536,NBFC Capital,Working Capital,786322,604733,27.95,48524,2025-06-25,Closed,Yes,68,Refinancing
DEBTX00922,SMB540,Private Financier,Mortgage Loan,276783,168986,26.1,16849,2026-05-11,Defaulted,No,57,Negotiation
DEBTX00923,SMB505,Bank Z,Equipment Loan,619748,408404,8.53,48969,2025-10-17,Overdue,Yes,25,Refinancing
DEBTX00924,SMB518,Bank X,Equipment Loan,696353,136804,39.98,15999,2025-04-22,Overdue,Yes,98,Consolidation
DEBTX00925,SMB510,Bank Y,Working Capital,476726,87561,14.67,2750,2025-11-17,Current,Yes,63,Consolidation
DEBTX00926,SMB537,NBFC Capital,Mortgage Loan,76240,7764,12.74,386,2026-04-16,Defaulted,Yes,71,Negotiation
DEBTX00927,SMB515,Bank Y,Credit Line,1101102,910773,13.15,97860,2026-04-07,Current,Yes,70,Negotiation
DEBTX00928,SMB508,Private Financier,Credit Line,847056,419460,7.34,44531,2025-07-03,Defaulted,Yes,51,Negotiation
DEBTX00929,SMB523,NBFC Capital,Mortgage Loan,722214,449297,31.76,34255,2026-01-18,Overdue,Yes,98,Refinancing
DEBTX00930,SMB513,Bank Z,Credit Line,582056,137339,20.92,12017,2025-01-03,Overdue,Yes,75,Refinancing
DEBTX00931,SMB506,Private Financier,Equipment Loan,1012654,145024,11.83,12589,2026-02-20,Closed,Yes,40,Negotiation
DEBTX00932,SMB511,Bank Y,Credit Line,622646,471842,15.7,54255,2025-09-02,Current,Yes,60,Refinancing
DEBTX00933,SMB514,Bank X,Mortgage Loan,780446,648567,7.92,48509,2025-04-03,Current,Yes,78,Avalanche
DEBTX00934,SMB521,Private Financier,Working Capital,157829,33616,21.85,2564,2025-10-21,Defaulted,Yes,83,Refinancing
DEBTX00935,SMB543,Bank X,Mortgage Loan,156788,124355,24.87,7885,2025-06-14,Defaulted,No,80,Refinancing
DEBTX00936,SMB544,NBFC Capital,Credit Line,335898,232603,29.22,7823,2025-09-13,Overdue,Yes,98,Consolidation
DEBTX00937,SMB516,Bank Z,Mortgage Loan,939085,532331,17.55,21361,2025-11-28,Closed,Yes,47,Negotiation
DEBTX00938,SMB533,Bank Y,Working Capital,117652,18836,18.14,793,2025-03-25,Overdue,No,59,Consolidation
DEBTX00939,SMB535,Private Financier,Credit Line,443471,220143,8.65,24452,2025-04-24,Current,Yes,44,Snowball
DEBTX00940,SMB508,Bank Y,Credit Line,756979,205402,9.81,14197,2025-08-07,Current,Yes,69,Negotiation
DEBTX00941,SMB506,NBFC Capital,Equipment Loan,203324,51833,22.13,2052,2025-09-19,Current,Yes,53,Refinancing
DEBTX00942,SMB550,NBFC Capital,Mortgage Loan,454322,72705,10.07,3539,2026-02-22,Current,Yes,72,Avalanche
DEBTX00943,SMB545,NBFC Capital,Working Capital,484903,50676,10.62,3831,2025-03-28,Current,Yes,44,Negotiation
DEBTX00944,SMB514,Bank Z,Term Loan,478024,372017,20.39,29844,2025-10-02,Current,Yes,80,Avalanche
DEBTX00945,SMB520,Bank Y,Equipment Loan,371253,62972,16.04,7133,2026-02-28,Overdue,Yes,41,Consolidation
DEBTX00946,SMB512,Bank X,Working Capital,417032,334976,13.69,25353,2026-01-31,Closed,Yes,57,Consolidation
DEBTX00947,SMB531,NBFC Capital,Equipment Loan,393633,33196,17.19,3386,2026-03-06,Defaulted,No,48,Refinancing
DEBTX00948,SMB545,Bank Y,Credit Line,318330,39334,16.52,2461,2026-05-08,Closed,No,60,Negotiation
DEBTX00949,SMB502,Bank Z,Term Loan,268657,22171,27.01,1128,2025-05-20,Overdue,No,40,Refinancing
DEBTX00950,SMB521,Bank X,Equipment Loan,822774,640587,26.11,57941,2026-05-11,Current,Yes,53,Refinancing
DEBTX00951,SMB520,NBFC Capital,Working Capital,279605,257151,27.03,27205,2025-06-27,Overdue,No,77,Refinancing
DEBTX00952,SMB519,Private Financier,Mortgage Loan,253601,107161,13.27,5377,2025-09-12,Closed,No,67,Consolidation
DEBTX00953,SMB544,Private Financier,Credit Line,1002026,740407,7.69,84380,2025-09-20,Overdue,Yes,37,Refinancing
DEBTX00954,SMB517,Bank Y,Credit Line,1016555,954388,31.33,37649,2025-10-18,Overdue,Yes,82,Consolidation
DEBTX00955,SMB504,Private Financier,Term Loan,639348,60537,11.98,4011,2025-04-30,Defaulted,Yes,54,Consolidation
DEBTX00956,SMB548,Bank Y,Credit Line,1129488,784252,17.56,28587,2025-10-24,Current,Yes,44,Negotiation
DEBTX00957,SMB501,Bank Y,Working Capital,338244,109594,22.79,6534,2025-02-26,Overdue,Yes,31,Refinancing
DEBTX00958,SMB516,Private Financier,Equipment Loan,572355,366352,25.42,20721,2025-08-10,Defaulted,Yes,50,Refinancing
DEBTX00959,SMB540,Bank Y,Mortgage Loan,668695,46255,23.48,3004,2026-04-21,Closed,Yes,35,Refinancing
DEBTX00960,SMB505,Private Financier,Credit Line,978452,253704,12.53,18726,2026-05-13,Overdue,Yes,31,Refinancing
DEBTX00961,SMB520,Bank X,Credit Line,331783,112661,17.81,10698,2025-12-28,Overdue,Yes,35,Refinancing
DEBTX00962,SMB540,NBFC Capital,Working Capital,505189,111038,13.41,3658,2026-01-08,Overdue,Yes,58,Consolidation
DEBTX00963,SMB538,NBFC Capital,Working Capital,584751,567911,26.84,48278,2025-03-02,Overdue,Yes,72,Refinancing
DEBTX00964,SMB521,Bank Z,Term Loan,213779,196394,22.64,19187,2025-09-19,Current,Yes,66,Refinancing
DEBTX00965,SMB514,Bank X,Term Loan,943888,517445,21.86,58720,2025-01-23,Overdue,Yes,54,Refinancing
DEBTX00966,SMB502,Bank Y,Equipment Loan,1100657,312365,19.0,36875,2025-09-12,Overdue,Yes,44,Consolidation
DEBTX00967,SMB512,Bank X,Mortgage Loan,1038055,1038055,12.68,13874,2026-03-24,Defaulted,Yes,98,Negotiation
DEBTX00968,SMB535,Bank X,Term Loan,643948,10286,12.95,490,2025-12-27,Defaulted,Yes,82,Negotiation
DEBTX00969,SMB542,Private Financier,Mortgage Loan,1085955,963680,23.88,80319,2025-01-09,Current,Yes,69,Refinancing
DEBTX00970,SMB535,Bank X,Mortgage Loan,1096179,571166,15.36,68205,2025-06-24,Closed,Yes,60,Refinancing
DEBTX00971,SMB538,NBFC Capital,Term Loan,1095778,656678,14.73,77386,2026-02-12,Defaulted,Yes,66,Consolidation
DEBTX00972,SMB548,Bank Y,Term Loan,744767,213674,8.73,16582,2025-12-12,Defaulted,Yes,55,Consolidation
DEBTX00973,SMB547,Bank Y,Credit Line,261385,259250,27.46,21350,2026-01-07,Defaulted,No,76,Negotiation
DEBTX00974,SMB546,NBFC Capital,Term Loan,526567,370777,20.02,40011,2025-04-08,Overdue,Yes,71,Refinancing
DEBTX00975,SMB537,Bank X,Working Capital,642922,445948,12.24,36946,2025-04-11,Overdue,Yes,83,Refinancing
DEBTX00976,SMB524,Bank X,Credit Line,163152,70970,19.41,4550,2026-03-06,Defaulted,Yes,60,Refinancing
DEBTX00977,SMB550,Bank Y,Mortgage Loan,510429,431974,19.51,33846,2025-12-10,Current,Yes,77,Avalanche
DEBTX00978,SMB533,Private Financier,Mortgage Loan,131197,97064,14.36,4901,2025-04-09,Overdue,Yes,52,Negotiation
DEBTX00979,SMB505,NBFC Capital,Working Capital,193118,127448,29.36,12944,2025-04-28,Overdue,No,93,Refinancing
DEBTX00980,SMB519,NBFC Capital,Mortgage Loan,900353,430596,12.51,22847,2025-11-19,Defaulted,Yes,43,Consolidation
DEBTX00981,SMB522,NBFC Capital,Term Loan,1110369,586577,25.38,65816,2026-05-02,Current,Yes,34,Refinancing
DEBTX00982,SMB516,Bank Y,Mortgage Loan,379811,81605,14.04,9101,2025-12-27,Current,Yes,79,Avalanche
DEBTX00983,SMB536,NBFC Capital,Mortgage Loan,172177,94688,33.69,5995,2025-01-09,Overdue,Yes,80,Negotiation
DEBTX00984,SMB541,NBFC Capital,Mortgage Loan,828372,729827,16.63,28326,2026-03-29,Overdue,Yes,26,Negotiation
DEBTX00985,SMB512,Bank Y,Working Capital,443815,21403,10.25,2522,2025-08-15,Overdue,Yes,26,Negotiation
DEBTX00986,SMB524,Private Financier,Mortgage Loan,254819,75800,11.39,2605,2025-10-07,Current,No,78,Avalanche
DEBTX00987,SMB513,Bank Z,Working Capital,716065,244774,27.11,16757,2025-02-19,Current,Yes,66,Refinancing
DEBTX00988,SMB501,Bank Z,Term Loan,621802,402870,15.27,25904,2025-06-06,Current,Yes,79,Avalanche
DEBTX00989,SMB529,Private Financier,Working Capital,426438,421389,11.31,42738,2026-03-15,Overdue,Yes,44,Consolidation
DEBTX00990,SMB512,Bank Z,Mortgage Loan,475194,327243,15.3,24152,2026-03-20,Defaulted,Yes,59,Consolidation
DEBTX00991,SMB514,Bank Y,Equipment Loan,892963,831227,30.53,54130,2025-07-20,Overdue,Yes,94,Refinancing
DEBTX00992,SMB521,Bank Z,Term Loan,237553,219691,14.46,22689,2026-04-10,Current,No,44,Snowball
DEBTX00993,SMB533,Private Financier,Mortgage Loan,267109,122138,17.29,6595,2025-12-13,Overdue,Yes,78,Negotiation
DEBTX00994,SMB543,NBFC Capital,Mortgage Loan,462588,196452,17.69,22645,2025-03-21,Overdue,Yes,28,Consolidation
DEBTX00995,SMB542,Bank X,Equipment Loan,420843,298142,27.46,16580,2025-02-07,Closed,Yes,63,Refinancing
DEBTX00996,SMB536,Bank Y,Working Capital,1135625,878531,18.33,45020,2026-02-11,Defaulted,Yes,59,Negotiation
DEBTX00997,SMB542,Bank X,Working Capital,1016408,653169,13.13,59651,2026-04-06,Defaulted,Yes,81,Negotiation
DEBTX00998,SMB519,NBFC Capital,Equipment Loan,824531,737404,12.92,33554,2025-11-19,Closed,Yes,37,Avalanche
DEBTX00999,SMB530,Private Financier,Credit Line,89663,14008,25.69,679,2026-04-16,Closed,No,78,Refinancing
DEBTX01000,SMB511,Bank Y,Credit Line,239152,137087,14.39,14227,2025-07-02,Overdue,No,61,Consolidation
